player_id,High 5s,Player Avg Raid Points,Player Avg Tackle Points,Player DOD Raid Points,Player Raid Points,Player Successful Raids,Player Successful Tackles,Player Super Raids,Player Super Tackles,Player Tackle Points,Player Total Points,Super 10s,player_name,team,position_id,position_name,match_played
96,,,1.14,,,,24.0,,,24.0,24.0,,Rohit Rana,8,4.0,"Defender, left cover",21
97,,0.0,,,,,1.0,,,1.0,1.0,,Rupesh Tomar,2,1.0,All Rounder,1
101,,0.43,1.0,,3.0,1.0,8.0,1.0,1.0,9.0,12.0,,Santhosh B.S,30,3.0,"Defender, left corner",9
105,,2.92,0.25,9.0,35.0,30.0,2.0,,1.0,3.0,38.0,1.0,Shabeer Bappu,5,8.0,Raider,12
106,,4.78,0.63,22.0,86.0,70.0,10.0,2.0,2.0,12.0,98.0,2.0,Shrikant Jadhav,5,8.0,Raider,19
107,1.0,,1.57,,4.0,2.0,31.0,1.0,5.0,36.0,40.0,,Shrikant Tewthia,4,1.0,All Rounder,23
109,,,1.36,,,,29.0,,1.0,30.0,30.0,,Somvir Shekhar,3,7.0,"Defender, right cover",22
111,,4.17,0.11,17.0,75.0,58.0,2.0,2.0,,2.0,77.0,1.0,Sukesh Hegde,31,8.0,Raider,18
119,,3.47,0.24,4.0,59.0,47.0,4.0,1.0,,4.0,63.0,1.0,CPO Surjeet Singh,28,8.0,Raider,17
121,,0.83,0.23,1.0,10.0,8.0,3.0,1.0,,3.0,13.0,,Vikas Jaglan,6,8.0,Raider,13
123,1.0,,1.5,,,,36.0,,3.0,39.0,39.0,,Vishal Mane,6,7.0,"Defender, right cover",26
124,,5.1,0.62,27.0,107.0,86.0,11.0,3.0,2.0,13.0,120.0,3.0,Wazir Singh,28,8.0,Raider,21
141,,1.23,1.15,2.0,16.0,13.0,12.0,,3.0,15.0,31.0,,Sunil Jaipal,1,8.0,Raider,13
142,1.0,1.65,2.48,2.0,33.0,29.0,49.0,1.0,3.0,52.0,85.0,,Sandeep Narwal,7,1.0,All Rounder,21
143,,9.05,0.1,22.0,190.0,154.0,2.0,6.0,,2.0,192.0,9.0,Maninder Singh,4,8.0,Raider,21
146,9.0,0.25,3.81,,3.0,2.0,74.0,,6.0,80.0,83.0,,Surender Nada,28,3.0,"Defender, left corner",21
150,,0.0,0.33,,,,2.0,,,2.0,2.0,,Parmod Narwal,28,1.0,All Rounder,6
155,,4.88,0.13,13.0,78.0,62.0,1.0,3.0,1.0,2.0,80.0,3.0,Prashanth Kumar Rai,28,8.0,Raider,16
156,,5.81,0.0,27.0,122.0,95.0,,2.0,,,122.0,3.0,Pawan Kumar Kadian,3,8.0,Raider,21
157,3.0,0.4,2.74,,2.0,1.0,49.0,,3.0,52.0,54.0,,Ravinder Pahal,1,6.0,"Defender, right corner",19
158,1.0,,1.26,,,,23.0,,1.0,24.0,24.0,,Rakesh Singh Kumar,28,4.0,"Defender, left cover",19
160,2.0,1.09,2.26,,12.0,10.0,49.0,,3.0,52.0,64.0,,Ran Singh,4,1.0,All Rounder,23
161,5.0,0.45,3.05,1.0,5.0,1.0,61.0,1.0,3.0,64.0,69.0,,Girish Maruti Ernak,7,3.0,"Defender, left corner",21
162,,,1.6,,,,6.0,,2.0,8.0,8.0,,D. Suresh Kumar,5,7.0,"Defender, right cover",5
163,,3.35,0.29,15.0,57.0,43.0,5.0,3.0,,5.0,62.0,,Mahendra Ganesh Rajput,31,8.0,Raider,17
164,,,0.92,,,,11.0,,,11.0,11.0,,Bajirao Hodage,2,7.0,"Defender, right cover",12
165,,,0.85,,,,21.0,,1.0,22.0,22.0,,Sachin Shingade,6,4.0,"Defender, left cover",26
167,,0.27,0.25,,3.0,1.0,4.0,1.0,,4.0,7.0,,Preetam Chhillar,1,1.0,All Rounder,16
170,,,1.0,,,,13.0,,,13.0,13.0,,Swapnil Dilip Shinde,2,7.0,"Defender, right cover",13
172,,1.5,,2.0,6.0,5.0,,,,,6.0,,Vinoth Kumar,8,8.0,Raider,4
173,,0.67,,,2.0,2.0,,,,,2.0,,Suresu Kumar,2,8.0,Raider,3
174,,4.75,0.13,38.0,76.0,61.0,2.0,3.0,,2.0,78.0,1.0,Deepak Kumar Dahiya,28,8.0,Raider,16
185,,,0.33,,,,3.0,,1.0,4.0,4.0,,Vijin Thangadurai,29,7.0,"Defender, right cover",12
191,1.0,0.13,1.75,,1.0,,30.0,,5.0,35.0,36.0,,C. Arun,29,4.0,"Defender, left cover",20
194,,,1.13,,,,9.0,,,9.0,9.0,,Joginder Singh Narwal,5,3.0,"Defender, left corner",8
195,,1.8,0.6,1.0,9.0,6.0,3.0,1.0,,3.0,12.0,,Ashish Chhokar,28,8.0,Raider,5
197,,14.19,0.0,29.0,369.0,271.0,,18.0,,,369.0,19.0,Pardeep Narwal,6,8.0,Raider,26
202,1.0,1.0,0.75,4.0,17.0,16.0,14.0,,1.0,15.0,32.0,,Ashish Kumar,1,7.0,"Defender, right cover",20
204,,2.83,,1.0,17.0,15.0,1.0,1.0,,1.0,18.0,,Rakesh Narwal,31,8.0,Raider,6
207,,,1.39,,,,24.0,,1.0,25.0,25.0,,Sunil,2,3.0,"Defender, left corner",18
211,,5.31,0.13,25.0,85.0,71.0,2.0,1.0,,2.0,87.0,4.0,Deepak Narwal,4,8.0,Raider,16
212,2.0,0.0,2.77,,,,55.0,,6.0,61.0,61.0,,Amit Hooda,29,6.0,"Defender, right corner",22
215,,,0.5,,,,2.0,,,2.0,2.0,,Vinod Kumar,8,4.0,"Defender, left cover",4
217,,1.18,,1.0,13.0,10.0,,,,,13.0,,Rohit Kumar Choudary,7,8.0,Raider,11
218,1.0,0.25,0.67,,1.0,,6.0,,,6.0,7.0,,Sachin Kumar,1,3.0,"Defender, left corner",9
219,,5.59,0.05,34.0,123.0,104.0,1.0,2.0,,1.0,124.0,3.0,K. Prapanjan,29,8.0,Raider,22
233,,,0.67,,,,6.0,,,6.0,6.0,,Manoj Dhull,3,6.0,"Defender, right corner",9
234,,4.0,0.11,19.0,68.0,47.0,2.0,2.0,,2.0,70.0,2.0,Surender Singh,30,8.0,Raider,18
240,,,1.3,,,,28.0,,2.0,30.0,30.0,,Ravi Kumar,7,7.0,"Defender, right cover",23
242,,3.76,0.18,13.0,64.0,49.0,3.0,3.0,,3.0,67.0,,Tushar Patil,3,8.0,Raider,17
249,,,1.25,,,,17.0,,3.0,20.0,20.0,,Hadi Oshtorak,5,1.0,All Rounder,16
251,,4.8,0.4,31.0,96.0,76.0,8.0,3.0,,8.0,104.0,2.0,Meraj Sheykh,2,1.0,All Rounder,20
252,1.0,1.23,1.55,,16.0,7.0,25.0,1.0,6.0,31.0,47.0,,Kuldeep Singh,5,1.0,All Rounder,20
259,4.0,0.0,2.38,,,,54.0,,3.0,57.0,57.0,,Fazel Atrachali,31,3.0,"Defender, left corner",24
261,,3.82,0.53,8.0,65.0,55.0,9.0,1.0,,9.0,74.0,1.0,Rohit Baliyan,2,8.0,Raider,17
264,,1.33,,,4.0,3.0,,,,,4.0,,Selvamani K,3,8.0,Raider,3
266,,1.0,,,2.0,1.0,,,,,2.0,,David Shilisia J Mosambayi,28,8.0,Raider,2
268,,0.94,0.78,3.0,16.0,15.0,13.0,,1.0,14.0,30.0,,Vineet Sharma,29,8.0,Raider,18
272,,0.2,,1.0,1.0,1.0,,,,,1.0,,Umesh Mhatre,7,8.0,Raider,5
275,,0.5,0.67,1.0,3.0,3.0,3.0,,1.0,4.0,7.0,,Deepak Kumar Rathee,28,1.0,All Rounder,6
279,,,0.67,,,,2.0,,,2.0,2.0,,Shashank Wankhede,4,4.0,"Defender, left cover",3
288,,,0.6,,,,6.0,,,6.0,6.0,,Rahul Kumar,4,7.0,"Defender, right cover",10
293,,4.67,0.33,22.0,98.0,78.0,5.0,2.0,2.0,7.0,105.0,3.0,Nilesh Salunke,8,8.0,Raider,21
300,,4.79,0.32,26.0,91.0,77.0,5.0,,1.0,6.0,97.0,,Abolfazl Maghsodloumahali,2,8.0,Raider,19
301,,0.5,0.56,1.0,4.0,2.0,5.0,,,5.0,9.0,,Hadi Tajik,30,6.0,"Defender, right corner",9
311,,,,,,,1.0,,,1.0,1.0,,Anil Kumar,29,4.0,"Defender, left cover",5
313,,2.67,,5.0,8.0,3.0,,1.0,,,8.0,,Virender Wazir Singh,4,8.0,Raider,3
318,,1.0,,3.0,9.0,5.0,1.0,,,1.0,10.0,,Pawan Kumar Sehrawat,31,8.0,Raider,9
320,,8.35,0.5,23.0,167.0,135.0,9.0,7.0,1.0,10.0,177.0,7.0,Nitin Tomar,30,8.0,Raider,20
322,9.0,0.16,3.17,,3.0,3.0,72.0,,4.0,76.0,79.0,,PO Surjeet Singh,4,7.0,"Defender, right cover",24
324,,2.36,0.44,10.0,33.0,24.0,4.0,1.0,3.0,7.0,40.0,,Darshan Kadian,5,8.0,Raider,16
326,,9.95,0.55,36.0,219.0,192.0,11.0,1.0,1.0,12.0,231.0,12.0,Rohit Kumar,1,8.0,Raider,22
347,3.0,0.14,1.88,,1.0,1.0,29.0,,3.0,32.0,33.0,,Sagar B Krishna,30,1.0,All Rounder,17
357,2.0,,2.0,,,,44.0,,4.0,48.0,48.0,,Parvesh Bhainswal,31,4.0,"Defender, left cover",24
358,5.0,,3.23,,,,68.0,,3.0,71.0,71.0,,Vishal Bhardwaj,8,1.0,All Rounder,22
360,,,0.57,,,,4.0,,,4.0,4.0,,Sanket Chavan,29,3.0,"Defender, left corner",7
361,2.0,,2.29,,,,33.0,,6.0,39.0,39.0,,Sombir,8,6.0,"Defender, right corner",17
365,1.0,0.9,1.2,4.0,9.0,9.0,10.0,,2.0,12.0,21.0,,Akshay Jadhav,7,8.0,Raider,10
366,,6.44,,16.0,58.0,44.0,,1.0,,,58.0,,Vikash Khandola,28,8.0,Raider,9
368,3.0,0.08,2.38,,1.0,1.0,55.0,,2.0,57.0,58.0,,Sunil Kumar,31,7.0,"Defender, right cover",24
370,,1.0,,2.0,2.0,2.0,,,,,2.0,,Ravindra Ramesh Kumawat,4,1.0,All Rounder,2
372,,1.71,0.0,6.0,24.0,20.0,,,,,24.0,1.0,Harish Naik,1,8.0,Raider,14
384,,,,,,,1.0,,,1.0,1.0,,Ravinder Kumar,3,6.0,"Defender, right corner",1
386,,,0.4,,,,2.0,,,2.0,2.0,,Anil Kumar,29,3.0,"Defender, left corner",5
387,,1.94,0.42,18.0,33.0,27.0,8.0,,,8.0,41.0,,Vinod Kumar,4,8.0,Raider,19
388,,7.35,0.42,45.0,191.0,159.0,10.0,4.0,1.0,11.0,202.0,9.0,Monu Goyat,6,8.0,Raider,26
389,,4.05,,39.0,89.0,70.0,,2.0,,,89.0,2.0,Ajay Kumar,1,8.0,Raider,22
390,,0.6,1.61,1.0,6.0,3.0,26.0,,3.0,29.0,35.0,,Jawahar Dagar,6,8.0,Raider,18
392,,,,,,,2.0,,,2.0,2.0,,Kuldeep,4,8.0,Raider,5
482,,0.6,1.22,1.0,6.0,5.0,22.0,,,22.0,28.0,,Farhad Rahimi Milaghardan,8,7.0,"Defender, right cover",18
489,2.0,0.17,2.71,,1.0,,63.0,,2.0,65.0,66.0,,Abozar Mohajermighani,31,9.0,Defender,24
513,,,,1.0,1.0,1.0,,,,,1.0,,Yong Joo Ok,5,1.0,All Rounder,1
519,,,0.14,,,,2.0,,,2.0,2.0,,Young Chang Ko,4,4.0,"Defender, left cover",14
522,,1.71,,13.0,29.0,24.0,,,,,29.0,,Dong Geon Lee,29,8.0,Raider,17
536,1.0,,1.25,,,,18.0,,2.0,20.0,20.0,,Ziaur Rahman,7,4.0,"Defender, left cover",16
567,,2.56,0.38,21.0,41.0,26.0,5.0,2.0,1.0,6.0,47.0,1.0,Mohsen Maghsoudloujafari,8,8.0,Raider,16
576,,1.83,0.0,7.0,33.0,24.0,,2.0,,,33.0,,Anand Patil,2,8.0,Raider,19
578,,1.0,,5.0,5.0,5.0,1.0,,,1.0,6.0,,Mayur Shivtarkar,28,1.0,All Rounder,5
579,5.0,,2.73,,,,66.0,,5.0,71.0,71.0,,Jaideep,6,3.0,"Defender, left corner",26
580,,0.0,,,,,1.0,,,1.0,1.0,,Vishnu Uthaman,6,8.0,Raider,3
605,,0.88,,2.0,7.0,6.0,,,,,7.0,,Shubham Ashok Palkar,2,8.0,Raider,8
611,1.0,0.36,1.29,,4.0,3.0,24.0,,3.0,27.0,31.0,,Sidharth,3,1.0,All Rounder,21
613,1.0,,1.33,,,,15.0,,1.0,16.0,16.0,,Sunil Siddhgavali,3,8.0,Raider,12
637,,,0.76,,,,12.0,,1.0,13.0,13.0,,Neeraj Kumar,28,7.0,"Defender, right cover",17
638,,0.0,,,,,,,,,,,Kamal Kishor Jat,3,8.0,Raider,7
640,,,0.5,,2.0,2.0,1.0,,,1.0,3.0,,Sanoj Kumar,30,4.0,"Defender, left cover",2
647,,0.75,,,3.0,1.0,,,,,3.0,,Gulveer Singh,30,8.0,Raider,4
648,,2.09,,7.0,23.0,17.0,,1.0,,,23.0,,Ajit Singh,3,8.0,Raider,11
660,,0.75,,1.0,3.0,1.0,,,,,3.0,,Bhavani Rajput,29,8.0,Raider,4
661,,,1.8,,,,9.0,,,9.0,9.0,,Tapas Pal,2,1.0,All Rounder,5
665,,0.0,1.23,,,,16.0,,,16.0,16.0,,Pankaj,30,1.0,All Rounder,13
667,,2.4,0.8,4.0,12.0,7.0,2.0,1.0,2.0,4.0,16.0,,Elangeshwaran R,8,1.0,All Rounder,5
676,,,1.5,,,,15.0,,,15.0,15.0,,Santhapanaselvam,3,1.0,All Rounder,10
686,,1.84,0.16,12.0,35.0,33.0,3.0,,,3.0,38.0,,Rohit Gulia,31,1.0,All Rounder,19
689,,2.0,,1.0,8.0,4.0,,,,,8.0,,Mohan Raman G,5,8.0,Raider,4
690,,,1.5,,,,2.0,,1.0,3.0,3.0,,E Subash,5,1.0,All Rounder,2
694,,,2.0,,,,7.0,,1.0,8.0,8.0,,Deepak Yadav,5,7.0,"Defender, right cover",4
696,,1.56,,8.0,14.0,11.0,2.0,,,2.0,16.0,,M. Thivakaran,29,8.0,Raider,9
705,,,,,,,1.0,,,1.0,1.0,,Ajvender Singh,30,8.0,Raider,2
710,,,1.09,,,,10.0,,2.0,12.0,12.0,,N. Renjith,5,3.0,"Defender, left corner",11
712,,,0.14,,2.0,1.0,1.0,,,1.0,3.0,,Rohit Kumar,30,7.0,"Defender, right cover",7
718,,3.18,0.09,16.0,35.0,29.0,1.0,,,1.0,36.0,,R. Sriram,2,8.0,Raider,11
722,,0.6,1.25,,9.0,6.0,19.0,,1.0,20.0,29.0,,D. Pradap,29,1.0,All Rounder,16
724,1.0,,2.0,,1.0,,39.0,,1.0,40.0,41.0,,Darshan J.,29,7.0,"Defender, right cover",20
725,4.0,,2.47,,,,46.0,,1.0,47.0,47.0,,Nitesh Kumar,30,6.0,"Defender, right corner",19
726,,,1.0,,,,2.0,,,2.0,2.0,,Babu M,28,4.0,"Defender, left cover",2
728,,,0.96,,,,17.0,,5.0,22.0,22.0,,Manish,6,7.0,"Defender, right cover",23
730,,,,1.0,4.0,3.0,,,,,4.0,,Rohit,1,8.0,Raider,2
732,1.0,,1.4,,1.0,,6.0,,1.0,7.0,8.0,,Kuldeep Singh,28,1.0,All Rounder,5
733,3.0,,2.64,,,,58.0,,,58.0,58.0,,Surender Singh,5,7.0,"Defender, right cover",22
734,,,1.37,,,,24.0,,2.0,26.0,26.0,,Vikash,28,6.0,"Defender, right corner",19
735,1.0,0.5,1.8,1.0,2.0,1.0,6.0,,3.0,9.0,11.0,,Vishal,2,1.0,All Rounder,5
736,,,1.83,,,,10.0,,1.0,11.0,11.0,,Yatharth Deshwal,2,1.0,All Rounder,6
738,,1.0,,1.0,5.0,4.0,1.0,,,1.0,6.0,,Rahul Choudhary,3,8.0,Raider,5
741,,,1.25,,,,5.0,,,5.0,5.0,,Vikash,4,1.0,All Rounder,4
745,1.0,1.59,1.95,6.0,27.0,18.0,34.0,1.0,3.0,37.0,64.0,,Vijay,6,8.0,Raider,19
746,,,,,3.0,1.0,,,,,3.0,,Vikrant,8,8.0,Raider,3
751,,,1.0,,,,5.0,,,5.0,5.0,,Gurvinder Singh,30,4.0,"Defender, left cover",5
757,,6.63,0.58,37.0,159.0,132.0,13.0,2.0,1.0,14.0,173.0,7.0,Sachin,31,8.0,Raider,24
762,,2.14,0.36,9.0,30.0,26.0,4.0,,1.0,5.0,35.0,,Vikas Kumar,8,8.0,Raider,14
764,,1.62,0.67,13.0,34.0,20.0,9.0,2.0,5.0,14.0,48.0,,Vinod Kumar,6,8.0,Raider,21
765,,,,,1.0,,,,,,1.0,,Anil Kumar,4,8.0,Raider,2
768,,,0.63,,1.0,,3.0,,2.0,5.0,6.0,,Vijay Kumar,29,3.0,"Defender, left corner",8
769,3.0,,2.59,,1.0,1.0,52.0,,5.0,57.0,58.0,,Mahender Singh,1,4.0,"Defender, left cover",22
771,,2.0,,9.0,22.0,12.0,,,,,22.0,,Suresh Kumar,7,8.0,Raider,11
772,,2.33,,8.0,14.0,13.0,2.0,,,2.0,16.0,,More GB,7,8.0,Raider,6
773,1.0,0.57,2.4,1.0,4.0,,22.0,,2.0,24.0,28.0,,Satpal,2,6.0,"Defender, right corner",10
774,,,,,1.0,,,,,,1.0,,Munish,8,8.0,Raider,3
776,,,1.0,,,,3.0,,,3.0,3.0,,Muruthu M,29,7.0,"Defender, right cover",3
777,,,0.0,,,,,,,,,,Pardeep Kandola,1,6.0,"Defender, right corner",3
784,,,0.84,,,,16.0,,,16.0,16.0,,Viraj Vishnu Landge,2,4.0,"Defender, left cover",19
790,,,0.3,,,,3.0,,,3.0,3.0,,Satish,6,6.0,"Defender, right corner",10
791,,3.1,0.95,21.0,65.0,49.0,19.0,4.0,1.0,20.0,85.0,2.0,Nitin Rawal,3,9.0,Defender,21
792,,,0.38,,,,2.0,,1.0,3.0,3.0,,Tushar Balaram Bhoir,2,7.0,"Defender, right cover",8
794,,,0.0,,,,,,,,,,Amit Sheoran,1,9.0,Defender,4
795,1.0,1.0,1.58,6.0,19.0,15.0,29.0,1.0,1.0,30.0,49.0,,Monu,7,8.0,Raider,19
796,1.0,0.2,1.62,,1.0,1.0,17.0,,4.0,21.0,22.0,,Rinku Narwal,7,3.0,"Defender, left corner",13
837,,2.0,,1.0,12.0,11.0,2.0,,,2.0,14.0,,Rakshith,8,8.0,Raider,6
