player_id,High 5s,Player Avg Raid Points,Player Avg Tackle Points,Player DOD Raid Points,Player Raid Points,Player Successful Raids,Player Successful Tackles,Player Super Raids,Player Super Tackles,Player Tackle Points,Player Total Points,Super 10s,player_name,team,position_id,position_name,match_played
80,,0.75,0.5,,3.0,2.0,2.0,,,2.0,5.0,,Punit Kumar Teotia,2.0,8.0,Raider,4.0
81,,10.79,0.71,8.0,151.0,122.0,9.0,2.0,1.0,10.0,161.0,8.0,Rahul Chaudhari,8.0,8.0,Raider,14.0
84,,,1.36,,,,18.0,,1.0,19.0,19.0,,Rajaguru Subramanian,8.0,7.0,"Defender, right cover",14.0
85,,2.6,0.33,11.0,39.0,32.0,4.0,2.0,1.0,5.0,44.0,,Rajesh Mondal,1.0,8.0,Raider,15.0
86,2.0,4.5,1.63,14.0,72.0,59.0,25.0,3.0,1.0,26.0,98.0,,Rajesh Narwal,3.0,1.0,All Rounder,16.0
87,,,0.4,,,,2.0,,,2.0,2.0,,Raju Lal Choudhary,3.0,6.0,"Defender, right corner",5.0
88,,7.33,0.92,6.0,88.0,76.0,11.0,,,11.0,99.0,2.0,Rakesh Kumar,6.0,1.0,All Rounder,12.0
89,2.0,0.75,1.67,,3.0,3.0,14.0,,1.0,15.0,18.0,,Ram Kumar Sah,6.0,4.0,"Defender, left cover",9.0
92,,6.94,0.0,20.0,111.0,87.0,,4.0,,,111.0,3.0,Ravi Dalal,6.0,8.0,Raider,16.0
94,,4.0,0.81,8.0,64.0,45.0,13.0,2.0,,13.0,77.0,,Rishank Devadiga,5.0,8.0,Raider,16.0
96,3.0,,2.53,,,,37.0,,1.0,38.0,38.0,,Rohit Rana,3.0,4.0,"Defender, left cover",15.0
97,,,0.8,,1.0,1.0,3.0,,1.0,4.0,5.0,,Rupesh Tomar,8.0,1.0,All Rounder,5.0
98,,1.0,1.57,1.0,5.0,5.0,20.0,,2.0,22.0,27.0,,Sachin Khambe,4.0,3.0,"Defender, left corner",14.0
105,,6.6,0.1,11.0,66.0,51.0,1.0,2.0,,1.0,67.0,3.0,Shabeer Bappu,5.0,8.0,Raider,10.0
107,,2.93,0.64,3.0,41.0,37.0,8.0,,1.0,9.0,50.0,1.0,Shrikant Tewthia,2.0,1.0,All Rounder,14.0
108,,1.25,1.38,1.0,10.0,7.0,17.0,,1.0,18.0,28.0,,Shyam Kumar Sah,4.0,4.0,"Defender, left cover",13.0
109,,,0.0,,,,,,,,,,Somvir Shekhar,6.0,7.0,"Defender, right cover",6.0
111,,5.64,0.29,15.0,79.0,60.0,4.0,3.0,,4.0,83.0,,Sukesh Hegde,8.0,8.0,Raider,14.0
113,,,,,2.0,1.0,2.0,,,2.0,4.0,,Sunil Hanumanthappa,1.0,8.0,Raider,5.0
118,,8.07,0.5,8.0,113.0,98.0,5.0,2.0,2.0,7.0,120.0,6.0,Surjeet Narwal,2.0,8.0,Raider,14.0
123,1.0,,1.25,,,,19.0,,1.0,20.0,20.0,,Vishal Mane,5.0,7.0,"Defender, right cover",16.0
124,,8.67,0.58,20.0,104.0,85.0,5.0,2.0,2.0,7.0,111.0,4.0,Wazir Singh,7.0,8.0,Raider,12.0
141,1.0,2.54,1.31,3.0,33.0,22.0,13.0,2.0,4.0,17.0,50.0,,Sunil Jaipal,4.0,8.0,Raider,13.0
142,2.0,5.75,1.69,11.0,92.0,68.0,21.0,8.0,6.0,27.0,119.0,1.0,Sandeep Narwal,6.0,1.0,All Rounder,16.0
143,,8.13,0.44,22.0,130.0,103.0,6.0,3.0,1.0,7.0,137.0,5.0,Maninder Singh,3.0,8.0,Raider,16.0
144,,,0.67,,,,2.0,,,2.0,2.0,,Gokul Shitole,3.0,6.0,"Defender, right corner",3.0
145,,,,,2.0,2.0,,,,,2.0,,Md. Aruduzzaman Munshi,5.0,8.0,Raider,5.0
146,5.0,1.25,3.4,1.0,10.0,8.0,47.0,,4.0,51.0,61.0,,Surender Nada,5.0,3.0,"Defender, left corner",15.0
147,2.0,,2.13,,1.0,1.0,28.0,,4.0,32.0,33.0,,Prashant Chavan,3.0,6.0,"Defender, right corner",15.0
148,,,0.25,,,,1.0,,,1.0,1.0,,Sunil Subhash Lande,7.0,6.0,"Defender, right corner",4.0
149,,,0.0,,,,,,,,,,Kiran A,8.0,9.0,Defender,4.0
150,,1.08,1.44,1.0,13.0,10.0,20.0,,3.0,23.0,36.0,,Parmod Narwal,1.0,1.0,All Rounder,16.0
151,,,0.63,,,,4.0,,1.0,5.0,5.0,,Vikas Tomar,7.0,6.0,"Defender, right corner",8.0
152,,0.5,1.53,,4.0,4.0,20.0,,3.0,23.0,27.0,,D. Gopu,8.0,10.0,"Defender, right and left corner",15.0
154,,0.25,0.75,,1.0,1.0,3.0,,,3.0,4.0,,,,,,
155,,0.71,0.0,,5.0,5.0,,,,,5.0,,Prashanth Kumar Rai,8.0,8.0,Raider,7.0
156,,4.3,0.1,6.0,43.0,32.0,1.0,,,1.0,44.0,1.0,Pawan Kumar Kadian,5.0,8.0,Raider,10.0
157,3.0,,3.22,,,,29.0,,,29.0,29.0,,Ravinder Pahal,2.0,6.0,"Defender, right corner",9.0
158,,,0.33,,1.0,1.0,3.0,,,3.0,4.0,,Rakesh Singh Kumar,2.0,4.0,"Defender, left cover",9.0
159,,0.2,0.92,,1.0,,10.0,,1.0,11.0,12.0,,Samarjeet Singh,3.0,1.0,All Rounder,12.0
160,1.0,1.38,2.5,2.0,11.0,5.0,23.0,1.0,2.0,25.0,36.0,,Ran Singh,3.0,1.0,All Rounder,10.0
161,1.0,0.33,1.92,,2.0,2.0,22.0,,1.0,23.0,25.0,,Girish Maruti Ernak,6.0,3.0,"Defender, left corner",12.0
162,4.0,,2.33,,,,24.0,,4.0,28.0,28.0,,D. Suresh Kumar,6.0,7.0,"Defender, right cover",12.0
163,,2.63,,2.0,21.0,17.0,,,,,21.0,,Mahendra Ganesh Rajput,4.0,8.0,Raider,8.0
164,,,1.83,,,,9.0,,2.0,11.0,11.0,,Bajirao Hodage,4.0,7.0,"Defender, right cover",6.0
165,1.0,,2.0,,,,19.0,,1.0,20.0,20.0,,Sachin Shingade,8.0,4.0,"Defender, left cover",10.0
166,2.0,,2.5,,,,19.0,,1.0,20.0,20.0,,,,,,
167,,0.83,0.64,,5.0,3.0,7.0,,,7.0,12.0,,Preetam Chhillar,1.0,1.0,All Rounder,11.0
168,,3.38,0.13,6.0,27.0,19.0,1.0,,,1.0,28.0,,Mangesh Bhagat,7.0,8.0,Raider,8.0
169,,,1.25,,,,10.0,,,10.0,10.0,,Sagar Khatale,7.0,6.0,"Defender, right corner",8.0
170,,,1.0,,,,8.0,,,8.0,8.0,,Swapnil Dilip Shinde,7.0,7.0,"Defender, right cover",8.0
173,,2.0,0.0,1.0,6.0,6.0,,,,,6.0,,Suresu Kumar,5.0,8.0,Raider,3.0
174,,2.71,0.29,9.0,19.0,15.0,2.0,,,2.0,21.0,,Deepak Kumar Dahiya,1.0,8.0,Raider,7.0
