player_id,High 5s,Player Avg Raid Points,Player Avg Tackle Points,Player DOD Raid Points,Player Raid Points,Player Successful Raids,Player Successful Tackles,Player Super Raids,Player Super Tackles,Player Tackle Points,Player Total Points,Super 10s,player_name,team,position_id,position_name,match_played
75,,3.92,0.15,22.0,51.0,43.0,1.0,1.0,1.0,2.0,53.0,1.0,Nitin Madane,4,8.0,Raider,13
81,,9.13,0.25,38.0,146.0,110.0,3.0,6.0,1.0,4.0,150.0,7.0,Rahul Chaudhari,8,8.0,Raider,16
85,,3.8,0.13,34.0,57.0,47.0,2.0,1.0,,2.0,59.0,,Rajesh Mondal,6,8.0,Raider,15
86,,4.13,1.19,15.0,66.0,52.0,18.0,3.0,1.0,19.0,85.0,1.0,Rajesh Narwal,3,1.0,All Rounder,16
88,,3.14,1.86,1.0,44.0,40.0,23.0,1.0,3.0,26.0,70.0,1.0,Rakesh Kumar,5,1.0,All Rounder,14
92,,2.17,,7.0,13.0,8.0,,1.0,,,13.0,,Ravi Dalal,4,8.0,Raider,6
94,,5.0,0.0,19.0,70.0,57.0,,2.0,,,70.0,2.0,Rishank Devadiga,5,8.0,Raider,14
96,,,0.6,,,,3.0,,,3.0,3.0,,Rohit Rana,3,4.0,"Defender, left cover",5
97,,,1.0,,,,3.0,,,3.0,3.0,,Rupesh Tomar,8,1.0,All Rounder,3
105,1.0,2.0,0.92,2.0,24.0,18.0,6.0,1.0,5.0,11.0,35.0,,Shabeer Bappu,3,8.0,Raider,12
106,,1.75,,,7.0,6.0,,,,,7.0,,Shrikant Jadhav,4,8.0,Raider,5
107,,0.0,,,,,1.0,,1.0,2.0,2.0,,Shrikant Tewthia,3,1.0,All Rounder,4
109,,,1.38,,,,21.0,,1.0,22.0,22.0,,Somvir Shekhar,7,7.0,"Defender, right cover",16
111,,0.78,0.0,5.0,7.0,5.0,,,,,7.0,,Sukesh Hegde,8,8.0,Raider,9
118,,1.4,0.8,2.0,7.0,6.0,4.0,,,4.0,11.0,,Surjeet Narwal,4,8.0,Raider,5
119,,3.3,0.4,5.0,33.0,27.0,4.0,1.0,,4.0,37.0,,CPO Surjeet Singh,6,8.0,Raider,10
123,2.0,,2.21,,,,28.0,,3.0,31.0,31.0,,Vishal Mane,4,7.0,"Defender, right cover",14
142,3.0,1.5,2.63,,24.0,20.0,40.0,,2.0,42.0,66.0,,Sandeep Narwal,8,1.0,All Rounder,16
146,1.0,0.67,2.54,,4.0,3.0,29.0,,4.0,33.0,37.0,,Surender Nada,1,3.0,"Defender, left corner",13
147,,,1.11,,,,10.0,,,10.0,10.0,,Prashant Chavan,2,6.0,"Defender, right corner",9
150,,1.33,0.13,1.0,8.0,3.0,1.0,1.0,,1.0,9.0,,Parmod Narwal,7,1.0,All Rounder,8
152,1.0,,1.4,,,,5.0,,2.0,7.0,7.0,,D. Gopu,2,10.0,"Defender, right and left corner",5
155,,2.38,,9.0,19.0,12.0,,2.0,,,19.0,1.0,Prashanth Kumar Rai,2,8.0,Raider,9
156,,2.22,0.11,9.0,20.0,15.0,1.0,,,1.0,21.0,,Pawan Kumar Kadian,1,8.0,Raider,9
157,3.0,,2.64,,,,35.0,,2.0,37.0,37.0,,Ravinder Pahal,7,6.0,"Defender, right corner",14
160,,1.0,1.75,,5.0,4.0,27.0,,1.0,28.0,33.0,,Ran Singh,3,1.0,All Rounder,16
161,1.0,0.0,2.08,,,,23.0,,2.0,25.0,25.0,,Girish Maruti Ernak,4,3.0,"Defender, left corner",12
162,,,1.36,,,,19.0,,,19.0,19.0,,D. Suresh Kumar,2,7.0,"Defender, right cover",14
163,,0.0,,,,,,,,,,,Mahendra Ganesh Rajput,4,8.0,Raider,4
164,1.0,,1.57,,,,20.0,,2.0,22.0,22.0,,Bajirao Hodage,6,7.0,"Defender, right cover",14
165,4.0,,3.14,,,,39.0,,5.0,44.0,44.0,,Sachin Shingade,2,4.0,"Defender, left cover",14
167,,,0.25,,,,2.0,,,2.0,2.0,,Preetam Chhillar,7,1.0,All Rounder,8
172,,2.67,,2.0,8.0,7.0,,,,,8.0,,Vinoth Kumar,8,8.0,Raider,3
173,,1.82,0.27,12.0,20.0,15.0,3.0,,,3.0,23.0,,Suresu Kumar,5,8.0,Raider,11
174,,1.71,,5.0,12.0,8.0,1.0,1.0,,1.0,13.0,,Deepak Kumar Dahiya,1,8.0,Raider,7
185,,,0.22,,,,2.0,,,2.0,2.0,,Vijin Thangadurai,6,7.0,"Defender, right cover",9
190,,2.91,,2.0,32.0,25.0,,,,,32.0,,Sonu Narwal,7,8.0,Raider,11
191,,,1.07,,,,14.0,,1.0,15.0,15.0,,C. Arun,4,4.0,"Defender, left cover",14
194,,0.8,2.13,1.0,4.0,3.0,32.0,,2.0,34.0,38.0,,Joginder Singh Narwal,7,3.0,"Defender, left corner",16
197,,8.19,0.13,23.0,131.0,100.0,1.0,3.0,1.0,2.0,133.0,5.0,Pardeep Narwal,6,8.0,Raider,16
202,1.0,1.08,1.64,5.0,14.0,11.0,17.0,,6.0,23.0,37.0,,Ashish Kumar,1,7.0,"Defender, right cover",14
207,,,1.6,,1.0,,15.0,,1.0,16.0,17.0,,Sunil,5,3.0,"Defender, left corner",10
210,,0.33,,1.0,1.0,,,,,,1.0,,Sunny,6,8.0,Raider,3
211,,2.17,,4.0,13.0,8.0,,1.0,,,13.0,,Deepak Narwal,2,8.0,Raider,6
212,3.0,,3.19,,2.0,,47.0,,4.0,51.0,53.0,,Amit Hooda,3,6.0,"Defender, right corner",16
215,1.0,,2.5,,,,30.0,,,30.0,30.0,,Vinod Kumar,8,4.0,"Defender, left cover",12
219,,1.09,,9.0,12.0,10.0,,,,,12.0,,K. Prapanjan,8,8.0,Raider,11
231,,2.0,,3.0,4.0,3.0,,,,,4.0,,Amit Om Prakash Rathi,1,8.0,Raider,2
233,,,,,,,1.0,,,1.0,1.0,,Manoj Dhull,5,6.0,"Defender, right corner",2
234,,0.9,0.18,4.0,9.0,7.0,2.0,,,2.0,11.0,,Surender Singh,5,8.0,Raider,11
240,,,0.0,,,,,,,,,,Ravi Kumar,4,7.0,"Defender, right cover",5
242,,1.75,0.13,6.0,14.0,11.0,1.0,,,1.0,15.0,,Tushar Patil,3,8.0,Raider,8
245,,2.8,0.4,6.0,14.0,12.0,2.0,,,2.0,16.0,,Yogesh Hooda,1,8.0,Raider,5
249,1.0,,1.71,,1.0,,9.0,,3.0,12.0,13.0,,Hadi Oshtorak,6,1.0,All Rounder,7
251,,4.5,0.86,22.0,63.0,42.0,9.0,4.0,3.0,12.0,75.0,,Meraj Sheykh,2,1.0,All Rounder,14
252,2.0,0.57,2.27,,8.0,7.0,29.0,,5.0,34.0,42.0,,Kuldeep Singh,6,1.0,All Rounder,15
259,4.0,,3.25,,,,45.0,,7.0,52.0,52.0,,Fazel Atrachali,6,3.0,"Defender, left corner",16
264,,3.46,0.0,27.0,45.0,34.0,,1.0,,,45.0,,Selvamani K,2,8.0,Raider,13
272,,2.0,2.0,1.0,4.0,4.0,3.0,,1.0,4.0,8.0,,Umesh Mhatre,2,8.0,Raider,2
288,,,0.22,,,,2.0,,,2.0,2.0,,Rahul Kumar,1,7.0,"Defender, right cover",9
290,2.0,,2.92,,,,35.0,,,35.0,35.0,,Sandeep Kumar Dhull,8,3.0,"Defender, left corner",12
293,,4.36,0.07,18.0,61.0,47.0,1.0,1.0,,1.0,62.0,1.0,Nilesh Salunke,8,8.0,Raider,15
300,,2.78,,9.0,25.0,18.0,,2.0,,,25.0,,Abolfazl Maghsodloumahali,6,8.0,Raider,9
301,,,,,,,1.0,,,1.0,1.0,,Hadi Tajik,2,6.0,"Defender, right corner",1
311,,,0.5,,,,2.0,,,2.0,2.0,,Anil Kumar,6,4.0,"Defender, left cover",4
318,,1.57,,6.0,11.0,8.0,,,,,11.0,,Pawan Kumar Sehrawat,1,8.0,Raider,10
320,,2.75,0.08,11.0,33.0,30.0,1.0,1.0,,1.0,34.0,,Nitin Tomar,7,8.0,Raider,12
322,2.0,,2.64,,,,33.0,,4.0,37.0,37.0,,PO Surjeet Singh,5,7.0,"Defender, right cover",14
326,,6.64,0.5,15.0,93.0,75.0,6.0,3.0,1.0,7.0,100.0,1.0,Rohit Kumar,1,8.0,Raider,14
347,,,0.55,,,,6.0,,,6.0,6.0,,Sagar B Krishna,8,1.0,All Rounder,11
357,,,0.43,,,,3.0,,,3.0,3.0,,Parvesh Bhainswal,3,4.0,"Defender, left cover",7
358,,,3.0,,1.0,1.0,6.0,,,6.0,7.0,,Vishal Bhardwaj,8,1.0,All Rounder,2
360,,,1.83,,,,11.0,,,11.0,11.0,,Sanket Chavan,2,3.0,"Defender, left corner",6
363,,1.4,,2.0,7.0,5.0,1.0,,1.0,2.0,9.0,,Sumit Singh,1,8.0,Raider,5
364,,,1.0,,,,1.0,,,1.0,1.0,,Ajay Singh,1,3.0,"Defender, left corner",1
366,,0.75,,3.0,3.0,3.0,,,,,3.0,,Vikash Khandola,2,8.0,Raider,4
367,,,,1.0,1.0,1.0,,,,,1.0,,Nitin Kumar,5,1.0,All Rounder,1
368,,,,,1.0,1.0,,,,,1.0,,Sunil Kumar,6,7.0,"Defender, right cover",1
370,,1.0,,,2.0,2.0,1.0,,,1.0,3.0,,Ravindra Ramesh Kumawat,4,1.0,All Rounder,2
371,,0.67,,,2.0,1.0,,,,,2.0,,Amit Nagar,3,8.0,Raider,3
373,,,,,1.0,1.0,,,,,1.0,,Parveen Narwal,3,1.0,All Rounder,1
376,,2.0,,4.0,8.0,6.0,,,,,8.0,,Athul MS,8,8.0,Raider,4
380,,1.0,,,6.0,4.0,,,,,6.0,,Vikash Kumar,5,8.0,Raider,6
386,,0.33,1.67,1.0,1.0,1.0,11.0,,4.0,15.0,16.0,,Anil Kumar,2,3.0,"Defender, left corner",9
387,,2.11,0.11,8.0,19.0,16.0,1.0,,,1.0,20.0,,Vinod Kumar,1,8.0,Raider,9
388,,4.54,0.31,18.0,59.0,52.0,3.0,,1.0,4.0,63.0,,Monu Goyat,4,8.0,Raider,13
389,,4.36,0.0,36.0,61.0,44.0,,1.0,,,61.0,2.0,Ajay Kumar,3,8.0,Raider,15
390,,,0.33,,,,2.0,,,2.0,2.0,,Jawahar Dagar,3,8.0,Raider,6
391,,,1.45,,,,14.0,,2.0,16.0,16.0,,S Mahalingam,8,1.0,All Rounder,11
